# 1C-Bitrix injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/bitrix/api/v1/items/65|id,search,page,limit|Generated bitrix api route 65
POST|/bitrix/ajax/action-66|action,id,user_id,token|Generated bitrix ajax action route 66
GET|/?bitrix_probe_67=1|bitrix_probe_67,id,cat,author|Generated bitrix query route 67
GET|/bitrix/index.php?option=component68|option,id,view,task|Generated bitrix component route 68
POST|/bitrix/admin/post-69|action,id,order_id,status|Generated bitrix admin post route 69
GET|/bitrix/search/70|q,order,dir,page|Generated bitrix search route 70
GET|/bitrix/modules/mod-71/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 71
GET|/bitrix/admin/panel-72|id,page,tab,sort|Generated bitrix admin panel route 72
GET|/bitrix/api/v1/items/73|id,search,page,limit|Generated bitrix api route 73
POST|/bitrix/ajax/action-74|action,id,user_id,token|Generated bitrix ajax action route 74
GET|/?bitrix_probe_75=1|bitrix_probe_75,id,cat,author|Generated bitrix query route 75
GET|/bitrix/index.php?option=component76|option,id,view,task|Generated bitrix component route 76
POST|/bitrix/admin/post-77|action,id,order_id,status|Generated bitrix admin post route 77
GET|/bitrix/search/78|q,order,dir,page|Generated bitrix search route 78
GET|/bitrix/modules/mod-79/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 79
GET|/bitrix/admin/panel-80|id,page,tab,sort|Generated bitrix admin panel route 80
GET|/bitrix/api/v1/items/81|id,search,page,limit|Generated bitrix api route 81
POST|/bitrix/ajax/action-82|action,id,user_id,token|Generated bitrix ajax action route 82
GET|/?bitrix_probe_83=1|bitrix_probe_83,id,cat,author|Generated bitrix query route 83
GET|/bitrix/index.php?option=component84|option,id,view,task|Generated bitrix component route 84
POST|/bitrix/admin/post-85|action,id,order_id,status|Generated bitrix admin post route 85
GET|/bitrix/search/86|q,order,dir,page|Generated bitrix search route 86
GET|/bitrix/modules/mod-87/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 87
GET|/bitrix/admin/panel-88|id,page,tab,sort|Generated bitrix admin panel route 88
GET|/bitrix/api/v1/items/89|id,search,page,limit|Generated bitrix api route 89
POST|/bitrix/ajax/action-90|action,id,user_id,token|Generated bitrix ajax action route 90
GET|/?bitrix_probe_91=1|bitrix_probe_91,id,cat,author|Generated bitrix query route 91
GET|/bitrix/index.php?option=component92|option,id,view,task|Generated bitrix component route 92
POST|/bitrix/admin/post-93|action,id,order_id,status|Generated bitrix admin post route 93
GET|/bitrix/search/94|q,order,dir,page|Generated bitrix search route 94
GET|/bitrix/modules/mod-95/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 95
GET|/bitrix/admin/panel-96|id,page,tab,sort|Generated bitrix admin panel route 96
GET|/bitrix/api/v1/items/97|id,search,page,limit|Generated bitrix api route 97
POST|/bitrix/ajax/action-98|action,id,user_id,token|Generated bitrix ajax action route 98
GET|/?bitrix_probe_99=1|bitrix_probe_99,id,cat,author|Generated bitrix query route 99
GET|/bitrix/index.php?option=component100|option,id,view,task|Generated bitrix component route 100
POST|/bitrix/admin/post-101|action,id,order_id,status|Generated bitrix admin post route 101
GET|/bitrix/search/102|q,order,dir,page|Generated bitrix search route 102
GET|/bitrix/modules/mod-103/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 103
GET|/bitrix/admin/panel-104|id,page,tab,sort|Generated bitrix admin panel route 104
GET|/bitrix/api/v1/items/105|id,search,page,limit|Generated bitrix api route 105
POST|/bitrix/ajax/action-106|action,id,user_id,token|Generated bitrix ajax action route 106
GET|/?bitrix_probe_107=1|bitrix_probe_107,id,cat,author|Generated bitrix query route 107
GET|/bitrix/index.php?option=component108|option,id,view,task|Generated bitrix component route 108
POST|/bitrix/admin/post-109|action,id,order_id,status|Generated bitrix admin post route 109
GET|/bitrix/search/110|q,order,dir,page|Generated bitrix search route 110
GET|/bitrix/modules/mod-111/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 111
GET|/bitrix/admin/panel-112|id,page,tab,sort|Generated bitrix admin panel route 112
GET|/bitrix/api/v1/items/113|id,search,page,limit|Generated bitrix api route 113
POST|/bitrix/ajax/action-114|action,id,user_id,token|Generated bitrix ajax action route 114
GET|/?bitrix_probe_115=1|bitrix_probe_115,id,cat,author|Generated bitrix query route 115
GET|/bitrix/index.php?option=component116|option,id,view,task|Generated bitrix component route 116
POST|/bitrix/admin/post-117|action,id,order_id,status|Generated bitrix admin post route 117
GET|/bitrix/search/118|q,order,dir,page|Generated bitrix search route 118
GET|/bitrix/modules/mod-119/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 119
GET|/bitrix/admin/panel-120|id,page,tab,sort|Generated bitrix admin panel route 120
GET|/bitrix/api/v1/items/121|id,search,page,limit|Generated bitrix api route 121
POST|/bitrix/ajax/action-122|action,id,user_id,token|Generated bitrix ajax action route 122
GET|/?bitrix_probe_123=1|bitrix_probe_123,id,cat,author|Generated bitrix query route 123
GET|/bitrix/index.php?option=component124|option,id,view,task|Generated bitrix component route 124
POST|/bitrix/admin/post-125|action,id,order_id,status|Generated bitrix admin post route 125
GET|/bitrix/search/126|q,order,dir,page|Generated bitrix search route 126
GET|/bitrix/modules/mod-127/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 127
GET|/bitrix/admin/panel-128|id,page,tab,sort|Generated bitrix admin panel route 128
GET|/bitrix/api/v1/items/129|id,search,page,limit|Generated bitrix api route 129
POST|/bitrix/ajax/action-130|action,id,user_id,token|Generated bitrix ajax action route 130
GET|/?bitrix_probe_131=1|bitrix_probe_131,id,cat,author|Generated bitrix query route 131
GET|/bitrix/index.php?option=component132|option,id,view,task|Generated bitrix component route 132
POST|/bitrix/admin/post-133|action,id,order_id,status|Generated bitrix admin post route 133
GET|/bitrix/search/134|q,order,dir,page|Generated bitrix search route 134
GET|/bitrix/modules/mod-135/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 135
GET|/bitrix/admin/panel-136|id,page,tab,sort|Generated bitrix admin panel route 136
GET|/bitrix/api/v1/items/137|id,search,page,limit|Generated bitrix api route 137
POST|/bitrix/ajax/action-138|action,id,user_id,token|Generated bitrix ajax action route 138
GET|/?bitrix_probe_139=1|bitrix_probe_139,id,cat,author|Generated bitrix query route 139
GET|/bitrix/index.php?option=component140|option,id,view,task|Generated bitrix component route 140
POST|/bitrix/admin/post-141|action,id,order_id,status|Generated bitrix admin post route 141
GET|/bitrix/search/142|q,order,dir,page|Generated bitrix search route 142
GET|/bitrix/modules/mod-143/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 143
GET|/bitrix/admin/panel-144|id,page,tab,sort|Generated bitrix admin panel route 144
GET|/bitrix/api/v1/items/145|id,search,page,limit|Generated bitrix api route 145
POST|/bitrix/ajax/action-146|action,id,user_id,token|Generated bitrix ajax action route 146
GET|/?bitrix_probe_147=1|bitrix_probe_147,id,cat,author|Generated bitrix query route 147
GET|/bitrix/index.php?option=component148|option,id,view,task|Generated bitrix component route 148
POST|/bitrix/admin/post-149|action,id,order_id,status|Generated bitrix admin post route 149
GET|/bitrix/search/150|q,order,dir,page|Generated bitrix search route 150
GET|/bitrix/modules/mod-151/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 151
GET|/bitrix/admin/panel-152|id,page,tab,sort|Generated bitrix admin panel route 152
GET|/bitrix/api/v1/items/153|id,search,page,limit|Generated bitrix api route 153
POST|/bitrix/ajax/action-154|action,id,user_id,token|Generated bitrix ajax action route 154
GET|/?bitrix_probe_155=1|bitrix_probe_155,id,cat,author|Generated bitrix query route 155
GET|/bitrix/index.php?option=component156|option,id,view,task|Generated bitrix component route 156
POST|/bitrix/admin/post-157|action,id,order_id,status|Generated bitrix admin post route 157
GET|/bitrix/search/158|q,order,dir,page|Generated bitrix search route 158
GET|/bitrix/modules/mod-159/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 159
GET|/bitrix/admin/panel-160|id,page,tab,sort|Generated bitrix admin panel route 160
GET|/bitrix/api/v1/items/161|id,search,page,limit|Generated bitrix api route 161
POST|/bitrix/ajax/action-162|action,id,user_id,token|Generated bitrix ajax action route 162
GET|/?bitrix_probe_163=1|bitrix_probe_163,id,cat,author|Generated bitrix query route 163
GET|/bitrix/index.php?option=component164|option,id,view,task|Generated bitrix component route 164
POST|/bitrix/admin/post-165|action,id,order_id,status|Generated bitrix admin post route 165
GET|/bitrix/search/166|q,order,dir,page|Generated bitrix search route 166
GET|/bitrix/modules/mod-167/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 167
GET|/bitrix/admin/panel-168|id,page,tab,sort|Generated bitrix admin panel route 168
GET|/bitrix/api/v1/items/169|id,search,page,limit|Generated bitrix api route 169
POST|/bitrix/ajax/action-170|action,id,user_id,token|Generated bitrix ajax action route 170
GET|/?bitrix_probe_171=1|bitrix_probe_171,id,cat,author|Generated bitrix query route 171
GET|/bitrix/index.php?option=component172|option,id,view,task|Generated bitrix component route 172
POST|/bitrix/admin/post-173|action,id,order_id,status|Generated bitrix admin post route 173
GET|/bitrix/search/174|q,order,dir,page|Generated bitrix search route 174
GET|/bitrix/modules/mod-175/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 175
GET|/bitrix/admin/panel-176|id,page,tab,sort|Generated bitrix admin panel route 176
GET|/bitrix/api/v1/items/177|id,search,page,limit|Generated bitrix api route 177
POST|/bitrix/ajax/action-178|action,id,user_id,token|Generated bitrix ajax action route 178
GET|/?bitrix_probe_179=1|bitrix_probe_179,id,cat,author|Generated bitrix query route 179
GET|/bitrix/index.php?option=component180|option,id,view,task|Generated bitrix component route 180
POST|/bitrix/admin/post-181|action,id,order_id,status|Generated bitrix admin post route 181
GET|/bitrix/search/182|q,order,dir,page|Generated bitrix search route 182
GET|/bitrix/modules/mod-183/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 183
GET|/bitrix/admin/panel-184|id,page,tab,sort|Generated bitrix admin panel route 184
GET|/bitrix/api/v1/items/185|id,search,page,limit|Generated bitrix api route 185
POST|/bitrix/ajax/action-186|action,id,user_id,token|Generated bitrix ajax action route 186
GET|/?bitrix_probe_187=1|bitrix_probe_187,id,cat,author|Generated bitrix query route 187
GET|/bitrix/index.php?option=component188|option,id,view,task|Generated bitrix component route 188
POST|/bitrix/admin/post-189|action,id,order_id,status|Generated bitrix admin post route 189
GET|/bitrix/search/190|q,order,dir,page|Generated bitrix search route 190
GET|/bitrix/modules/mod-191/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 191
GET|/bitrix/admin/panel-192|id,page,tab,sort|Generated bitrix admin panel route 192
GET|/bitrix/api/v1/items/193|id,search,page,limit|Generated bitrix api route 193
POST|/bitrix/ajax/action-194|action,id,user_id,token|Generated bitrix ajax action route 194
GET|/?bitrix_probe_195=1|bitrix_probe_195,id,cat,author|Generated bitrix query route 195
GET|/bitrix/index.php?option=component196|option,id,view,task|Generated bitrix component route 196
POST|/bitrix/admin/post-197|action,id,order_id,status|Generated bitrix admin post route 197
GET|/bitrix/search/198|q,order,dir,page|Generated bitrix search route 198
GET|/bitrix/modules/mod-199/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 199
GET|/bitrix/admin/panel-200|id,page,tab,sort|Generated bitrix admin panel route 200
GET|/bitrix/api/v1/items/201|id,search,page,limit|Generated bitrix api route 201
POST|/bitrix/ajax/action-202|action,id,user_id,token|Generated bitrix ajax action route 202
GET|/?bitrix_probe_203=1|bitrix_probe_203,id,cat,author|Generated bitrix query route 203
GET|/bitrix/index.php?option=component204|option,id,view,task|Generated bitrix component route 204
POST|/bitrix/admin/post-205|action,id,order_id,status|Generated bitrix admin post route 205
GET|/bitrix/search/206|q,order,dir,page|Generated bitrix search route 206
GET|/bitrix/modules/mod-207/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 207
GET|/bitrix/admin/panel-208|id,page,tab,sort|Generated bitrix admin panel route 208
GET|/bitrix/api/v1/items/209|id,search,page,limit|Generated bitrix api route 209
POST|/bitrix/ajax/action-210|action,id,user_id,token|Generated bitrix ajax action route 210
GET|/?bitrix_probe_211=1|bitrix_probe_211,id,cat,author|Generated bitrix query route 211
GET|/bitrix/index.php?option=component212|option,id,view,task|Generated bitrix component route 212
POST|/bitrix/admin/post-213|action,id,order_id,status|Generated bitrix admin post route 213
GET|/bitrix/search/214|q,order,dir,page|Generated bitrix search route 214
GET|/bitrix/modules/mod-215/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 215
GET|/bitrix/admin/panel-216|id,page,tab,sort|Generated bitrix admin panel route 216
GET|/bitrix/api/v1/items/217|id,search,page,limit|Generated bitrix api route 217
POST|/bitrix/ajax/action-218|action,id,user_id,token|Generated bitrix ajax action route 218
GET|/?bitrix_probe_219=1|bitrix_probe_219,id,cat,author|Generated bitrix query route 219
GET|/bitrix/index.php?option=component220|option,id,view,task|Generated bitrix component route 220
POST|/bitrix/admin/post-221|action,id,order_id,status|Generated bitrix admin post route 221
GET|/bitrix/search/222|q,order,dir,page|Generated bitrix search route 222
GET|/bitrix/modules/mod-223/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 223
GET|/bitrix/admin/panel-224|id,page,tab,sort|Generated bitrix admin panel route 224
GET|/bitrix/api/v1/items/225|id,search,page,limit|Generated bitrix api route 225
POST|/bitrix/ajax/action-226|action,id,user_id,token|Generated bitrix ajax action route 226
GET|/?bitrix_probe_227=1|bitrix_probe_227,id,cat,author|Generated bitrix query route 227
GET|/bitrix/index.php?option=component228|option,id,view,task|Generated bitrix component route 228
POST|/bitrix/admin/post-229|action,id,order_id,status|Generated bitrix admin post route 229
GET|/bitrix/search/230|q,order,dir,page|Generated bitrix search route 230
GET|/bitrix/modules/mod-231/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 231
GET|/bitrix/admin/panel-232|id,page,tab,sort|Generated bitrix admin panel route 232
GET|/bitrix/api/v1/items/233|id,search,page,limit|Generated bitrix api route 233
POST|/bitrix/ajax/action-234|action,id,user_id,token|Generated bitrix ajax action route 234
GET|/?bitrix_probe_235=1|bitrix_probe_235,id,cat,author|Generated bitrix query route 235
GET|/bitrix/index.php?option=component236|option,id,view,task|Generated bitrix component route 236
POST|/bitrix/admin/post-237|action,id,order_id,status|Generated bitrix admin post route 237
GET|/bitrix/search/238|q,order,dir,page|Generated bitrix search route 238
GET|/bitrix/modules/mod-239/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 239
GET|/bitrix/admin/panel-240|id,page,tab,sort|Generated bitrix admin panel route 240
GET|/bitrix/api/v1/items/241|id,search,page,limit|Generated bitrix api route 241
POST|/bitrix/ajax/action-242|action,id,user_id,token|Generated bitrix ajax action route 242
GET|/?bitrix_probe_243=1|bitrix_probe_243,id,cat,author|Generated bitrix query route 243
GET|/bitrix/index.php?option=component244|option,id,view,task|Generated bitrix component route 244
POST|/bitrix/admin/post-245|action,id,order_id,status|Generated bitrix admin post route 245
GET|/bitrix/search/246|q,order,dir,page|Generated bitrix search route 246
GET|/bitrix/modules/mod-247/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 247
GET|/bitrix/admin/panel-248|id,page,tab,sort|Generated bitrix admin panel route 248
GET|/bitrix/api/v1/items/249|id,search,page,limit|Generated bitrix api route 249
POST|/bitrix/ajax/action-250|action,id,user_id,token|Generated bitrix ajax action route 250
GET|/?bitrix_probe_251=1|bitrix_probe_251,id,cat,author|Generated bitrix query route 251
GET|/bitrix/index.php?option=component252|option,id,view,task|Generated bitrix component route 252
POST|/bitrix/admin/post-253|action,id,order_id,status|Generated bitrix admin post route 253
GET|/bitrix/search/254|q,order,dir,page|Generated bitrix search route 254
GET|/bitrix/modules/mod-255/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 255
GET|/bitrix/admin/panel-256|id,page,tab,sort|Generated bitrix admin panel route 256
GET|/bitrix/api/v1/items/257|id,search,page,limit|Generated bitrix api route 257
POST|/bitrix/ajax/action-258|action,id,user_id,token|Generated bitrix ajax action route 258
GET|/?bitrix_probe_259=1|bitrix_probe_259,id,cat,author|Generated bitrix query route 259
GET|/bitrix/index.php?option=component260|option,id,view,task|Generated bitrix component route 260
POST|/bitrix/admin/post-261|action,id,order_id,status|Generated bitrix admin post route 261
GET|/bitrix/search/262|q,order,dir,page|Generated bitrix search route 262
GET|/bitrix/modules/mod-263/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 263
GET|/bitrix/admin/panel-264|id,page,tab,sort|Generated bitrix admin panel route 264
GET|/bitrix/api/v1/items/265|id,search,page,limit|Generated bitrix api route 265
POST|/bitrix/ajax/action-266|action,id,user_id,token|Generated bitrix ajax action route 266
GET|/?bitrix_probe_267=1|bitrix_probe_267,id,cat,author|Generated bitrix query route 267
GET|/bitrix/index.php?option=component268|option,id,view,task|Generated bitrix component route 268
POST|/bitrix/admin/post-269|action,id,order_id,status|Generated bitrix admin post route 269
GET|/bitrix/search/270|q,order,dir,page|Generated bitrix search route 270
GET|/bitrix/modules/mod-271/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 271
GET|/bitrix/admin/panel-272|id,page,tab,sort|Generated bitrix admin panel route 272
GET|/bitrix/api/v1/items/273|id,search,page,limit|Generated bitrix api route 273
POST|/bitrix/ajax/action-274|action,id,user_id,token|Generated bitrix ajax action route 274
GET|/?bitrix_probe_275=1|bitrix_probe_275,id,cat,author|Generated bitrix query route 275
GET|/bitrix/index.php?option=component276|option,id,view,task|Generated bitrix component route 276
POST|/bitrix/admin/post-277|action,id,order_id,status|Generated bitrix admin post route 277
GET|/bitrix/search/278|q,order,dir,page|Generated bitrix search route 278
GET|/bitrix/modules/mod-279/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 279
GET|/bitrix/admin/panel-280|id,page,tab,sort|Generated bitrix admin panel route 280
GET|/bitrix/api/v1/items/281|id,search,page,limit|Generated bitrix api route 281
POST|/bitrix/ajax/action-282|action,id,user_id,token|Generated bitrix ajax action route 282
GET|/?bitrix_probe_283=1|bitrix_probe_283,id,cat,author|Generated bitrix query route 283
GET|/bitrix/index.php?option=component284|option,id,view,task|Generated bitrix component route 284
POST|/bitrix/admin/post-285|action,id,order_id,status|Generated bitrix admin post route 285
GET|/bitrix/search/286|q,order,dir,page|Generated bitrix search route 286
GET|/bitrix/modules/mod-287/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 287
GET|/bitrix/admin/panel-288|id,page,tab,sort|Generated bitrix admin panel route 288
GET|/bitrix/api/v1/items/289|id,search,page,limit|Generated bitrix api route 289
POST|/bitrix/ajax/action-290|action,id,user_id,token|Generated bitrix ajax action route 290
GET|/?bitrix_probe_291=1|bitrix_probe_291,id,cat,author|Generated bitrix query route 291
GET|/bitrix/index.php?option=component292|option,id,view,task|Generated bitrix component route 292
POST|/bitrix/admin/post-293|action,id,order_id,status|Generated bitrix admin post route 293
GET|/bitrix/search/294|q,order,dir,page|Generated bitrix search route 294
GET|/bitrix/modules/mod-295/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 295
GET|/bitrix/admin/panel-296|id,page,tab,sort|Generated bitrix admin panel route 296
GET|/bitrix/api/v1/items/297|id,search,page,limit|Generated bitrix api route 297
POST|/bitrix/ajax/action-298|action,id,user_id,token|Generated bitrix ajax action route 298
GET|/?bitrix_probe_299=1|bitrix_probe_299,id,cat,author|Generated bitrix query route 299
GET|/bitrix/index.php?option=component300|option,id,view,task|Generated bitrix component route 300
POST|/bitrix/admin/post-301|action,id,order_id,status|Generated bitrix admin post route 301
GET|/bitrix/search/302|q,order,dir,page|Generated bitrix search route 302
GET|/bitrix/modules/mod-303/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 303
GET|/bitrix/admin/panel-304|id,page,tab,sort|Generated bitrix admin panel route 304
GET|/bitrix/api/v1/items/305|id,search,page,limit|Generated bitrix api route 305
POST|/bitrix/ajax/action-306|action,id,user_id,token|Generated bitrix ajax action route 306
GET|/?bitrix_probe_307=1|bitrix_probe_307,id,cat,author|Generated bitrix query route 307
GET|/bitrix/index.php?option=component308|option,id,view,task|Generated bitrix component route 308
POST|/bitrix/admin/post-309|action,id,order_id,status|Generated bitrix admin post route 309
GET|/bitrix/search/310|q,order,dir,page|Generated bitrix search route 310
GET|/bitrix/modules/mod-311/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 311
GET|/bitrix/admin/panel-312|id,page,tab,sort|Generated bitrix admin panel route 312
GET|/bitrix/api/v1/items/313|id,search,page,limit|Generated bitrix api route 313
POST|/bitrix/ajax/action-314|action,id,user_id,token|Generated bitrix ajax action route 314
GET|/?bitrix_probe_315=1|bitrix_probe_315,id,cat,author|Generated bitrix query route 315
GET|/bitrix/index.php?option=component316|option,id,view,task|Generated bitrix component route 316
POST|/bitrix/admin/post-317|action,id,order_id,status|Generated bitrix admin post route 317
GET|/bitrix/search/318|q,order,dir,page|Generated bitrix search route 318
GET|/bitrix/modules/mod-319/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 319
GET|/bitrix/admin/panel-320|id,page,tab,sort|Generated bitrix admin panel route 320
GET|/bitrix/api/v1/items/321|id,search,page,limit|Generated bitrix api route 321
POST|/bitrix/ajax/action-322|action,id,user_id,token|Generated bitrix ajax action route 322
GET|/?bitrix_probe_323=1|bitrix_probe_323,id,cat,author|Generated bitrix query route 323
GET|/bitrix/index.php?option=component324|option,id,view,task|Generated bitrix component route 324
POST|/bitrix/admin/post-325|action,id,order_id,status|Generated bitrix admin post route 325
GET|/bitrix/search/326|q,order,dir,page|Generated bitrix search route 326
GET|/bitrix/modules/mod-327/endpoint.php|id,module,lang,state|Generated bitrix module endpoint 327
GET|/bitrix/admin/panel-328|id,page,tab,sort|Generated bitrix admin panel route 328
GET|/bitrix/api/v1/items/329|id,search,page,limit|Generated bitrix api route 329
POST|/bitrix/ajax/action-330|action,id,user_id,token|Generated bitrix ajax action route 330
GET|/?bitrix_probe_331=1|bitrix_probe_331,id,cat,author|Generated bitrix query route 331
GET|/bitrix/index.php?option=component332|option,id,view,task|Generated bitrix component route 332
