# ModX injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/?modx_probe_27=1|modx_probe_27,id,cat,author|Generated modx query route 27
GET|/modx/index.php?option=component28|option,id,view,task|Generated modx component route 28
POST|/modx/admin/post-29|action,id,order_id,status|Generated modx admin post route 29
GET|/modx/search/30|q,order,dir,page|Generated modx search route 30
GET|/modx/modules/mod-31/endpoint.php|id,module,lang,state|Generated modx module endpoint 31
GET|/modx/admin/panel-32|id,page,tab,sort|Generated modx admin panel route 32
GET|/modx/api/v1/items/33|id,search,page,limit|Generated modx api route 33
POST|/modx/ajax/action-34|action,id,user_id,token|Generated modx ajax action route 34
GET|/?modx_probe_35=1|modx_probe_35,id,cat,author|Generated modx query route 35
GET|/modx/index.php?option=component36|option,id,view,task|Generated modx component route 36
POST|/modx/admin/post-37|action,id,order_id,status|Generated modx admin post route 37
GET|/modx/search/38|q,order,dir,page|Generated modx search route 38
GET|/modx/modules/mod-39/endpoint.php|id,module,lang,state|Generated modx module endpoint 39
GET|/modx/admin/panel-40|id,page,tab,sort|Generated modx admin panel route 40
GET|/modx/api/v1/items/41|id,search,page,limit|Generated modx api route 41
POST|/modx/ajax/action-42|action,id,user_id,token|Generated modx ajax action route 42
GET|/?modx_probe_43=1|modx_probe_43,id,cat,author|Generated modx query route 43
GET|/modx/index.php?option=component44|option,id,view,task|Generated modx component route 44
POST|/modx/admin/post-45|action,id,order_id,status|Generated modx admin post route 45
GET|/modx/search/46|q,order,dir,page|Generated modx search route 46
GET|/modx/modules/mod-47/endpoint.php|id,module,lang,state|Generated modx module endpoint 47
GET|/modx/admin/panel-48|id,page,tab,sort|Generated modx admin panel route 48
GET|/modx/api/v1/items/49|id,search,page,limit|Generated modx api route 49
POST|/modx/ajax/action-50|action,id,user_id,token|Generated modx ajax action route 50
GET|/?modx_probe_51=1|modx_probe_51,id,cat,author|Generated modx query route 51
GET|/modx/index.php?option=component52|option,id,view,task|Generated modx component route 52
POST|/modx/admin/post-53|action,id,order_id,status|Generated modx admin post route 53
GET|/modx/search/54|q,order,dir,page|Generated modx search route 54
GET|/modx/modules/mod-55/endpoint.php|id,module,lang,state|Generated modx module endpoint 55
GET|/modx/admin/panel-56|id,page,tab,sort|Generated modx admin panel route 56
GET|/modx/api/v1/items/57|id,search,page,limit|Generated modx api route 57
POST|/modx/ajax/action-58|action,id,user_id,token|Generated modx ajax action route 58
GET|/?modx_probe_59=1|modx_probe_59,id,cat,author|Generated modx query route 59
GET|/modx/index.php?option=component60|option,id,view,task|Generated modx component route 60
POST|/modx/admin/post-61|action,id,order_id,status|Generated modx admin post route 61
GET|/modx/search/62|q,order,dir,page|Generated modx search route 62
GET|/modx/modules/mod-63/endpoint.php|id,module,lang,state|Generated modx module endpoint 63
GET|/modx/admin/panel-64|id,page,tab,sort|Generated modx admin panel route 64
GET|/modx/api/v1/items/65|id,search,page,limit|Generated modx api route 65
POST|/modx/ajax/action-66|action,id,user_id,token|Generated modx ajax action route 66
GET|/?modx_probe_67=1|modx_probe_67,id,cat,author|Generated modx query route 67
GET|/modx/index.php?option=component68|option,id,view,task|Generated modx component route 68
POST|/modx/admin/post-69|action,id,order_id,status|Generated modx admin post route 69
GET|/modx/search/70|q,order,dir,page|Generated modx search route 70
GET|/modx/modules/mod-71/endpoint.php|id,module,lang,state|Generated modx module endpoint 71
GET|/modx/admin/panel-72|id,page,tab,sort|Generated modx admin panel route 72
GET|/modx/api/v1/items/73|id,search,page,limit|Generated modx api route 73
POST|/modx/ajax/action-74|action,id,user_id,token|Generated modx ajax action route 74
GET|/?modx_probe_75=1|modx_probe_75,id,cat,author|Generated modx query route 75
GET|/modx/index.php?option=component76|option,id,view,task|Generated modx component route 76
POST|/modx/admin/post-77|action,id,order_id,status|Generated modx admin post route 77
GET|/modx/search/78|q,order,dir,page|Generated modx search route 78
GET|/modx/modules/mod-79/endpoint.php|id,module,lang,state|Generated modx module endpoint 79
GET|/modx/admin/panel-80|id,page,tab,sort|Generated modx admin panel route 80
GET|/modx/api/v1/items/81|id,search,page,limit|Generated modx api route 81
POST|/modx/ajax/action-82|action,id,user_id,token|Generated modx ajax action route 82
GET|/?modx_probe_83=1|modx_probe_83,id,cat,author|Generated modx query route 83
GET|/modx/index.php?option=component84|option,id,view,task|Generated modx component route 84
POST|/modx/admin/post-85|action,id,order_id,status|Generated modx admin post route 85
GET|/modx/search/86|q,order,dir,page|Generated modx search route 86
GET|/modx/modules/mod-87/endpoint.php|id,module,lang,state|Generated modx module endpoint 87
GET|/modx/admin/panel-88|id,page,tab,sort|Generated modx admin panel route 88
GET|/modx/api/v1/items/89|id,search,page,limit|Generated modx api route 89
POST|/modx/ajax/action-90|action,id,user_id,token|Generated modx ajax action route 90
GET|/?modx_probe_91=1|modx_probe_91,id,cat,author|Generated modx query route 91
GET|/modx/index.php?option=component92|option,id,view,task|Generated modx component route 92
POST|/modx/admin/post-93|action,id,order_id,status|Generated modx admin post route 93
GET|/modx/search/94|q,order,dir,page|Generated modx search route 94
GET|/modx/modules/mod-95/endpoint.php|id,module,lang,state|Generated modx module endpoint 95
GET|/modx/admin/panel-96|id,page,tab,sort|Generated modx admin panel route 96
GET|/modx/api/v1/items/97|id,search,page,limit|Generated modx api route 97
POST|/modx/ajax/action-98|action,id,user_id,token|Generated modx ajax action route 98
GET|/?modx_probe_99=1|modx_probe_99,id,cat,author|Generated modx query route 99
GET|/modx/index.php?option=component100|option,id,view,task|Generated modx component route 100
POST|/modx/admin/post-101|action,id,order_id,status|Generated modx admin post route 101
GET|/modx/search/102|q,order,dir,page|Generated modx search route 102
GET|/modx/modules/mod-103/endpoint.php|id,module,lang,state|Generated modx module endpoint 103
GET|/modx/admin/panel-104|id,page,tab,sort|Generated modx admin panel route 104
GET|/modx/api/v1/items/105|id,search,page,limit|Generated modx api route 105
POST|/modx/ajax/action-106|action,id,user_id,token|Generated modx ajax action route 106
GET|/?modx_probe_107=1|modx_probe_107,id,cat,author|Generated modx query route 107
GET|/modx/index.php?option=component108|option,id,view,task|Generated modx component route 108
POST|/modx/admin/post-109|action,id,order_id,status|Generated modx admin post route 109
GET|/modx/search/110|q,order,dir,page|Generated modx search route 110
GET|/modx/modules/mod-111/endpoint.php|id,module,lang,state|Generated modx module endpoint 111
GET|/modx/admin/panel-112|id,page,tab,sort|Generated modx admin panel route 112
GET|/modx/api/v1/items/113|id,search,page,limit|Generated modx api route 113
POST|/modx/ajax/action-114|action,id,user_id,token|Generated modx ajax action route 114
GET|/?modx_probe_115=1|modx_probe_115,id,cat,author|Generated modx query route 115
GET|/modx/index.php?option=component116|option,id,view,task|Generated modx component route 116
POST|/modx/admin/post-117|action,id,order_id,status|Generated modx admin post route 117
GET|/modx/search/118|q,order,dir,page|Generated modx search route 118
GET|/modx/modules/mod-119/endpoint.php|id,module,lang,state|Generated modx module endpoint 119
GET|/modx/admin/panel-120|id,page,tab,sort|Generated modx admin panel route 120
GET|/modx/api/v1/items/121|id,search,page,limit|Generated modx api route 121
POST|/modx/ajax/action-122|action,id,user_id,token|Generated modx ajax action route 122
GET|/?modx_probe_123=1|modx_probe_123,id,cat,author|Generated modx query route 123
GET|/modx/index.php?option=component124|option,id,view,task|Generated modx component route 124
POST|/modx/admin/post-125|action,id,order_id,status|Generated modx admin post route 125
GET|/modx/search/126|q,order,dir,page|Generated modx search route 126
GET|/modx/modules/mod-127/endpoint.php|id,module,lang,state|Generated modx module endpoint 127
GET|/modx/admin/panel-128|id,page,tab,sort|Generated modx admin panel route 128
GET|/modx/api/v1/items/129|id,search,page,limit|Generated modx api route 129
POST|/modx/ajax/action-130|action,id,user_id,token|Generated modx ajax action route 130
GET|/?modx_probe_131=1|modx_probe_131,id,cat,author|Generated modx query route 131
GET|/modx/index.php?option=component132|option,id,view,task|Generated modx component route 132
POST|/modx/admin/post-133|action,id,order_id,status|Generated modx admin post route 133
GET|/modx/search/134|q,order,dir,page|Generated modx search route 134
GET|/modx/modules/mod-135/endpoint.php|id,module,lang,state|Generated modx module endpoint 135
GET|/modx/admin/panel-136|id,page,tab,sort|Generated modx admin panel route 136
GET|/modx/api/v1/items/137|id,search,page,limit|Generated modx api route 137
POST|/modx/ajax/action-138|action,id,user_id,token|Generated modx ajax action route 138
GET|/?modx_probe_139=1|modx_probe_139,id,cat,author|Generated modx query route 139
GET|/modx/index.php?option=component140|option,id,view,task|Generated modx component route 140
POST|/modx/admin/post-141|action,id,order_id,status|Generated modx admin post route 141
GET|/modx/search/142|q,order,dir,page|Generated modx search route 142
GET|/modx/modules/mod-143/endpoint.php|id,module,lang,state|Generated modx module endpoint 143
GET|/modx/admin/panel-144|id,page,tab,sort|Generated modx admin panel route 144
GET|/modx/api/v1/items/145|id,search,page,limit|Generated modx api route 145
POST|/modx/ajax/action-146|action,id,user_id,token|Generated modx ajax action route 146
GET|/?modx_probe_147=1|modx_probe_147,id,cat,author|Generated modx query route 147
GET|/modx/index.php?option=component148|option,id,view,task|Generated modx component route 148
POST|/modx/admin/post-149|action,id,order_id,status|Generated modx admin post route 149
GET|/modx/search/150|q,order,dir,page|Generated modx search route 150
GET|/modx/modules/mod-151/endpoint.php|id,module,lang,state|Generated modx module endpoint 151
GET|/modx/admin/panel-152|id,page,tab,sort|Generated modx admin panel route 152
GET|/modx/api/v1/items/153|id,search,page,limit|Generated modx api route 153
POST|/modx/ajax/action-154|action,id,user_id,token|Generated modx ajax action route 154
GET|/?modx_probe_155=1|modx_probe_155,id,cat,author|Generated modx query route 155
GET|/modx/index.php?option=component156|option,id,view,task|Generated modx component route 156
POST|/modx/admin/post-157|action,id,order_id,status|Generated modx admin post route 157
GET|/modx/search/158|q,order,dir,page|Generated modx search route 158
GET|/modx/modules/mod-159/endpoint.php|id,module,lang,state|Generated modx module endpoint 159
GET|/modx/admin/panel-160|id,page,tab,sort|Generated modx admin panel route 160
GET|/modx/api/v1/items/161|id,search,page,limit|Generated modx api route 161
POST|/modx/ajax/action-162|action,id,user_id,token|Generated modx ajax action route 162
GET|/?modx_probe_163=1|modx_probe_163,id,cat,author|Generated modx query route 163
GET|/modx/index.php?option=component164|option,id,view,task|Generated modx component route 164
POST|/modx/admin/post-165|action,id,order_id,status|Generated modx admin post route 165
GET|/modx/search/166|q,order,dir,page|Generated modx search route 166
GET|/modx/modules/mod-167/endpoint.php|id,module,lang,state|Generated modx module endpoint 167
GET|/modx/admin/panel-168|id,page,tab,sort|Generated modx admin panel route 168
GET|/modx/api/v1/items/169|id,search,page,limit|Generated modx api route 169
POST|/modx/ajax/action-170|action,id,user_id,token|Generated modx ajax action route 170
GET|/?modx_probe_171=1|modx_probe_171,id,cat,author|Generated modx query route 171
GET|/modx/index.php?option=component172|option,id,view,task|Generated modx component route 172
POST|/modx/admin/post-173|action,id,order_id,status|Generated modx admin post route 173
GET|/modx/search/174|q,order,dir,page|Generated modx search route 174
GET|/modx/modules/mod-175/endpoint.php|id,module,lang,state|Generated modx module endpoint 175
GET|/modx/admin/panel-176|id,page,tab,sort|Generated modx admin panel route 176
GET|/modx/api/v1/items/177|id,search,page,limit|Generated modx api route 177
POST|/modx/ajax/action-178|action,id,user_id,token|Generated modx ajax action route 178
GET|/?modx_probe_179=1|modx_probe_179,id,cat,author|Generated modx query route 179
GET|/modx/index.php?option=component180|option,id,view,task|Generated modx component route 180
POST|/modx/admin/post-181|action,id,order_id,status|Generated modx admin post route 181
GET|/modx/search/182|q,order,dir,page|Generated modx search route 182
GET|/modx/modules/mod-183/endpoint.php|id,module,lang,state|Generated modx module endpoint 183
GET|/modx/admin/panel-184|id,page,tab,sort|Generated modx admin panel route 184
GET|/modx/api/v1/items/185|id,search,page,limit|Generated modx api route 185
POST|/modx/ajax/action-186|action,id,user_id,token|Generated modx ajax action route 186
GET|/?modx_probe_187=1|modx_probe_187,id,cat,author|Generated modx query route 187
GET|/modx/index.php?option=component188|option,id,view,task|Generated modx component route 188
POST|/modx/admin/post-189|action,id,order_id,status|Generated modx admin post route 189
GET|/modx/search/190|q,order,dir,page|Generated modx search route 190
GET|/modx/modules/mod-191/endpoint.php|id,module,lang,state|Generated modx module endpoint 191
GET|/modx/admin/panel-192|id,page,tab,sort|Generated modx admin panel route 192
GET|/modx/api/v1/items/193|id,search,page,limit|Generated modx api route 193
POST|/modx/ajax/action-194|action,id,user_id,token|Generated modx ajax action route 194
GET|/?modx_probe_195=1|modx_probe_195,id,cat,author|Generated modx query route 195
GET|/modx/index.php?option=component196|option,id,view,task|Generated modx component route 196
POST|/modx/admin/post-197|action,id,order_id,status|Generated modx admin post route 197
GET|/modx/search/198|q,order,dir,page|Generated modx search route 198
GET|/modx/modules/mod-199/endpoint.php|id,module,lang,state|Generated modx module endpoint 199
GET|/modx/admin/panel-200|id,page,tab,sort|Generated modx admin panel route 200
GET|/modx/api/v1/items/201|id,search,page,limit|Generated modx api route 201
POST|/modx/ajax/action-202|action,id,user_id,token|Generated modx ajax action route 202
GET|/?modx_probe_203=1|modx_probe_203,id,cat,author|Generated modx query route 203
GET|/modx/index.php?option=component204|option,id,view,task|Generated modx component route 204
POST|/modx/admin/post-205|action,id,order_id,status|Generated modx admin post route 205
GET|/modx/search/206|q,order,dir,page|Generated modx search route 206
GET|/modx/modules/mod-207/endpoint.php|id,module,lang,state|Generated modx module endpoint 207
GET|/modx/admin/panel-208|id,page,tab,sort|Generated modx admin panel route 208
GET|/modx/api/v1/items/209|id,search,page,limit|Generated modx api route 209
POST|/modx/ajax/action-210|action,id,user_id,token|Generated modx ajax action route 210
GET|/?modx_probe_211=1|modx_probe_211,id,cat,author|Generated modx query route 211
GET|/modx/index.php?option=component212|option,id,view,task|Generated modx component route 212
POST|/modx/admin/post-213|action,id,order_id,status|Generated modx admin post route 213
GET|/modx/search/214|q,order,dir,page|Generated modx search route 214
GET|/modx/modules/mod-215/endpoint.php|id,module,lang,state|Generated modx module endpoint 215
GET|/modx/admin/panel-216|id,page,tab,sort|Generated modx admin panel route 216
GET|/modx/api/v1/items/217|id,search,page,limit|Generated modx api route 217
POST|/modx/ajax/action-218|action,id,user_id,token|Generated modx ajax action route 218
GET|/?modx_probe_219=1|modx_probe_219,id,cat,author|Generated modx query route 219
GET|/modx/index.php?option=component220|option,id,view,task|Generated modx component route 220
POST|/modx/admin/post-221|action,id,order_id,status|Generated modx admin post route 221
GET|/modx/search/222|q,order,dir,page|Generated modx search route 222
GET|/modx/modules/mod-223/endpoint.php|id,module,lang,state|Generated modx module endpoint 223
GET|/modx/admin/panel-224|id,page,tab,sort|Generated modx admin panel route 224
GET|/modx/api/v1/items/225|id,search,page,limit|Generated modx api route 225
POST|/modx/ajax/action-226|action,id,user_id,token|Generated modx ajax action route 226
GET|/?modx_probe_227=1|modx_probe_227,id,cat,author|Generated modx query route 227
GET|/modx/index.php?option=component228|option,id,view,task|Generated modx component route 228
POST|/modx/admin/post-229|action,id,order_id,status|Generated modx admin post route 229
GET|/modx/search/230|q,order,dir,page|Generated modx search route 230
GET|/modx/modules/mod-231/endpoint.php|id,module,lang,state|Generated modx module endpoint 231
GET|/modx/admin/panel-232|id,page,tab,sort|Generated modx admin panel route 232
GET|/modx/api/v1/items/233|id,search,page,limit|Generated modx api route 233
POST|/modx/ajax/action-234|action,id,user_id,token|Generated modx ajax action route 234
GET|/?modx_probe_235=1|modx_probe_235,id,cat,author|Generated modx query route 235
GET|/modx/index.php?option=component236|option,id,view,task|Generated modx component route 236
POST|/modx/admin/post-237|action,id,order_id,status|Generated modx admin post route 237
GET|/modx/search/238|q,order,dir,page|Generated modx search route 238
GET|/modx/modules/mod-239/endpoint.php|id,module,lang,state|Generated modx module endpoint 239
GET|/modx/admin/panel-240|id,page,tab,sort|Generated modx admin panel route 240
GET|/modx/api/v1/items/241|id,search,page,limit|Generated modx api route 241
POST|/modx/ajax/action-242|action,id,user_id,token|Generated modx ajax action route 242
GET|/?modx_probe_243=1|modx_probe_243,id,cat,author|Generated modx query route 243
GET|/modx/index.php?option=component244|option,id,view,task|Generated modx component route 244
POST|/modx/admin/post-245|action,id,order_id,status|Generated modx admin post route 245
GET|/modx/search/246|q,order,dir,page|Generated modx search route 246
GET|/modx/modules/mod-247/endpoint.php|id,module,lang,state|Generated modx module endpoint 247
GET|/modx/admin/panel-248|id,page,tab,sort|Generated modx admin panel route 248
GET|/modx/api/v1/items/249|id,search,page,limit|Generated modx api route 249
POST|/modx/ajax/action-250|action,id,user_id,token|Generated modx ajax action route 250
GET|/?modx_probe_251=1|modx_probe_251,id,cat,author|Generated modx query route 251
GET|/modx/index.php?option=component252|option,id,view,task|Generated modx component route 252
POST|/modx/admin/post-253|action,id,order_id,status|Generated modx admin post route 253
GET|/modx/search/254|q,order,dir,page|Generated modx search route 254
GET|/modx/modules/mod-255/endpoint.php|id,module,lang,state|Generated modx module endpoint 255
GET|/modx/admin/panel-256|id,page,tab,sort|Generated modx admin panel route 256
GET|/modx/api/v1/items/257|id,search,page,limit|Generated modx api route 257
POST|/modx/ajax/action-258|action,id,user_id,token|Generated modx ajax action route 258
GET|/?modx_probe_259=1|modx_probe_259,id,cat,author|Generated modx query route 259
GET|/modx/index.php?option=component260|option,id,view,task|Generated modx component route 260
POST|/modx/admin/post-261|action,id,order_id,status|Generated modx admin post route 261
GET|/modx/search/262|q,order,dir,page|Generated modx search route 262
GET|/modx/modules/mod-263/endpoint.php|id,module,lang,state|Generated modx module endpoint 263
GET|/modx/admin/panel-264|id,page,tab,sort|Generated modx admin panel route 264
GET|/modx/api/v1/items/265|id,search,page,limit|Generated modx api route 265
POST|/modx/ajax/action-266|action,id,user_id,token|Generated modx ajax action route 266
GET|/?modx_probe_267=1|modx_probe_267,id,cat,author|Generated modx query route 267
GET|/modx/index.php?option=component268|option,id,view,task|Generated modx component route 268
POST|/modx/admin/post-269|action,id,order_id,status|Generated modx admin post route 269
GET|/modx/search/270|q,order,dir,page|Generated modx search route 270
GET|/modx/modules/mod-271/endpoint.php|id,module,lang,state|Generated modx module endpoint 271
GET|/modx/admin/panel-272|id,page,tab,sort|Generated modx admin panel route 272
GET|/modx/api/v1/items/273|id,search,page,limit|Generated modx api route 273
POST|/modx/ajax/action-274|action,id,user_id,token|Generated modx ajax action route 274
GET|/?modx_probe_275=1|modx_probe_275,id,cat,author|Generated modx query route 275
GET|/modx/index.php?option=component276|option,id,view,task|Generated modx component route 276
POST|/modx/admin/post-277|action,id,order_id,status|Generated modx admin post route 277
GET|/modx/search/278|q,order,dir,page|Generated modx search route 278
GET|/modx/modules/mod-279/endpoint.php|id,module,lang,state|Generated modx module endpoint 279
GET|/modx/admin/panel-280|id,page,tab,sort|Generated modx admin panel route 280
GET|/modx/api/v1/items/281|id,search,page,limit|Generated modx api route 281
POST|/modx/ajax/action-282|action,id,user_id,token|Generated modx ajax action route 282
GET|/?modx_probe_283=1|modx_probe_283,id,cat,author|Generated modx query route 283
GET|/modx/index.php?option=component284|option,id,view,task|Generated modx component route 284
POST|/modx/admin/post-285|action,id,order_id,status|Generated modx admin post route 285
GET|/modx/search/286|q,order,dir,page|Generated modx search route 286
GET|/modx/modules/mod-287/endpoint.php|id,module,lang,state|Generated modx module endpoint 287
GET|/modx/admin/panel-288|id,page,tab,sort|Generated modx admin panel route 288
GET|/modx/api/v1/items/289|id,search,page,limit|Generated modx api route 289
POST|/modx/ajax/action-290|action,id,user_id,token|Generated modx ajax action route 290
GET|/?modx_probe_291=1|modx_probe_291,id,cat,author|Generated modx query route 291
GET|/modx/index.php?option=component292|option,id,view,task|Generated modx component route 292
POST|/modx/admin/post-293|action,id,order_id,status|Generated modx admin post route 293
GET|/modx/search/294|q,order,dir,page|Generated modx search route 294
GET|/modx/modules/mod-295/endpoint.php|id,module,lang,state|Generated modx module endpoint 295
GET|/modx/admin/panel-296|id,page,tab,sort|Generated modx admin panel route 296
GET|/modx/api/v1/items/297|id,search,page,limit|Generated modx api route 297
POST|/modx/ajax/action-298|action,id,user_id,token|Generated modx ajax action route 298
GET|/?modx_probe_299=1|modx_probe_299,id,cat,author|Generated modx query route 299
GET|/modx/index.php?option=component300|option,id,view,task|Generated modx component route 300
POST|/modx/admin/post-301|action,id,order_id,status|Generated modx admin post route 301
GET|/modx/search/302|q,order,dir,page|Generated modx search route 302
GET|/modx/modules/mod-303/endpoint.php|id,module,lang,state|Generated modx module endpoint 303
GET|/modx/admin/panel-304|id,page,tab,sort|Generated modx admin panel route 304
GET|/modx/api/v1/items/305|id,search,page,limit|Generated modx api route 305
POST|/modx/ajax/action-306|action,id,user_id,token|Generated modx ajax action route 306
GET|/?modx_probe_307=1|modx_probe_307,id,cat,author|Generated modx query route 307
GET|/modx/index.php?option=component308|option,id,view,task|Generated modx component route 308
POST|/modx/admin/post-309|action,id,order_id,status|Generated modx admin post route 309
GET|/modx/search/310|q,order,dir,page|Generated modx search route 310
GET|/modx/modules/mod-311/endpoint.php|id,module,lang,state|Generated modx module endpoint 311
GET|/modx/admin/panel-312|id,page,tab,sort|Generated modx admin panel route 312
GET|/modx/api/v1/items/313|id,search,page,limit|Generated modx api route 313
POST|/modx/ajax/action-314|action,id,user_id,token|Generated modx ajax action route 314
GET|/?modx_probe_315=1|modx_probe_315,id,cat,author|Generated modx query route 315
GET|/modx/index.php?option=component316|option,id,view,task|Generated modx component route 316
POST|/modx/admin/post-317|action,id,order_id,status|Generated modx admin post route 317
GET|/modx/search/318|q,order,dir,page|Generated modx search route 318
GET|/modx/modules/mod-319/endpoint.php|id,module,lang,state|Generated modx module endpoint 319
GET|/modx/admin/panel-320|id,page,tab,sort|Generated modx admin panel route 320
GET|/modx/api/v1/items/321|id,search,page,limit|Generated modx api route 321
POST|/modx/ajax/action-322|action,id,user_id,token|Generated modx ajax action route 322
GET|/?modx_probe_323=1|modx_probe_323,id,cat,author|Generated modx query route 323
GET|/modx/index.php?option=component324|option,id,view,task|Generated modx component route 324
POST|/modx/admin/post-325|action,id,order_id,status|Generated modx admin post route 325
GET|/modx/search/326|q,order,dir,page|Generated modx search route 326
GET|/modx/modules/mod-327/endpoint.php|id,module,lang,state|Generated modx module endpoint 327
GET|/modx/admin/panel-328|id,page,tab,sort|Generated modx admin panel route 328
GET|/modx/api/v1/items/329|id,search,page,limit|Generated modx api route 329
POST|/modx/ajax/action-330|action,id,user_id,token|Generated modx ajax action route 330
GET|/?modx_probe_331=1|modx_probe_331,id,cat,author|Generated modx query route 331
GET|/modx/index.php?option=component332|option,id,view,task|Generated modx component route 332
POST|/modx/admin/post-333|action,id,order_id,status|Generated modx admin post route 333
GET|/modx/search/334|q,order,dir,page|Generated modx search route 334
GET|/modx/modules/mod-335/endpoint.php|id,module,lang,state|Generated modx module endpoint 335
GET|/modx/admin/panel-336|id,page,tab,sort|Generated modx admin panel route 336
GET|/modx/api/v1/items/337|id,search,page,limit|Generated modx api route 337
POST|/modx/ajax/action-338|action,id,user_id,token|Generated modx ajax action route 338
GET|/?modx_probe_339=1|modx_probe_339,id,cat,author|Generated modx query route 339
GET|/modx/index.php?option=component340|option,id,view,task|Generated modx component route 340
POST|/modx/admin/post-341|action,id,order_id,status|Generated modx admin post route 341
GET|/modx/search/342|q,order,dir,page|Generated modx search route 342
GET|/modx/modules/mod-343/endpoint.php|id,module,lang,state|Generated modx module endpoint 343
GET|/modx/admin/panel-344|id,page,tab,sort|Generated modx admin panel route 344
GET|/modx/api/v1/items/345|id,search,page,limit|Generated modx api route 345
POST|/modx/ajax/action-346|action,id,user_id,token|Generated modx ajax action route 346
GET|/?modx_probe_347=1|modx_probe_347,id,cat,author|Generated modx query route 347
GET|/modx/index.php?option=component348|option,id,view,task|Generated modx component route 348
POST|/modx/admin/post-349|action,id,order_id,status|Generated modx admin post route 349
GET|/modx/search/350|q,order,dir,page|Generated modx search route 350
GET|/modx/modules/mod-351/endpoint.php|id,module,lang,state|Generated modx module endpoint 351
GET|/modx/admin/panel-352|id,page,tab,sort|Generated modx admin panel route 352
GET|/modx/api/v1/items/353|id,search,page,limit|Generated modx api route 353
POST|/modx/ajax/action-354|action,id,user_id,token|Generated modx ajax action route 354
GET|/?modx_probe_355=1|modx_probe_355,id,cat,author|Generated modx query route 355
GET|/modx/index.php?option=component356|option,id,view,task|Generated modx component route 356
POST|/modx/admin/post-357|action,id,order_id,status|Generated modx admin post route 357
GET|/modx/search/358|q,order,dir,page|Generated modx search route 358
GET|/modx/modules/mod-359/endpoint.php|id,module,lang,state|Generated modx module endpoint 359
GET|/modx/admin/panel-360|id,page,tab,sort|Generated modx admin panel route 360
GET|/modx/api/v1/items/361|id,search,page,limit|Generated modx api route 361
POST|/modx/ajax/action-362|action,id,user_id,token|Generated modx ajax action route 362
GET|/?modx_probe_363=1|modx_probe_363,id,cat,author|Generated modx query route 363
GET|/modx/index.php?option=component364|option,id,view,task|Generated modx component route 364
POST|/modx/admin/post-365|action,id,order_id,status|Generated modx admin post route 365
GET|/modx/search/366|q,order,dir,page|Generated modx search route 366
GET|/modx/modules/mod-367/endpoint.php|id,module,lang,state|Generated modx module endpoint 367
GET|/modx/admin/panel-368|id,page,tab,sort|Generated modx admin panel route 368
GET|/modx/api/v1/items/369|id,search,page,limit|Generated modx api route 369
POST|/modx/ajax/action-370|action,id,user_id,token|Generated modx ajax action route 370
GET|/?modx_probe_371=1|modx_probe_371,id,cat,author|Generated modx query route 371
GET|/modx/index.php?option=component372|option,id,view,task|Generated modx component route 372
POST|/modx/admin/post-373|action,id,order_id,status|Generated modx admin post route 373
GET|/modx/search/374|q,order,dir,page|Generated modx search route 374
GET|/modx/modules/mod-375/endpoint.php|id,module,lang,state|Generated modx module endpoint 375
