# Magento injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/magento/modules/mod-367/endpoint.php|id,module,lang,state|Generated magento module endpoint 367
GET|/magento/admin/panel-368|id,page,tab,sort|Generated magento admin panel route 368
GET|/magento/api/v1/items/369|id,search,page,limit|Generated magento api route 369
POST|/magento/ajax/action-370|action,id,user_id,token|Generated magento ajax action route 370
GET|/?magento_probe_371=1|magento_probe_371,id,cat,author|Generated magento query route 371
GET|/magento/index.php?option=component372|option,id,view,task|Generated magento component route 372
POST|/magento/admin/post-373|action,id,order_id,status|Generated magento admin post route 373
GET|/magento/search/374|q,order,dir,page|Generated magento search route 374
GET|/magento/modules/mod-375/endpoint.php|id,module,lang,state|Generated magento module endpoint 375
GET|/magento/admin/panel-376|id,page,tab,sort|Generated magento admin panel route 376
GET|/magento/api/v1/items/377|id,search,page,limit|Generated magento api route 377
POST|/magento/ajax/action-378|action,id,user_id,token|Generated magento ajax action route 378
GET|/?magento_probe_379=1|magento_probe_379,id,cat,author|Generated magento query route 379
GET|/magento/index.php?option=component380|option,id,view,task|Generated magento component route 380
POST|/magento/admin/post-381|action,id,order_id,status|Generated magento admin post route 381
GET|/magento/search/382|q,order,dir,page|Generated magento search route 382
GET|/magento/modules/mod-383/endpoint.php|id,module,lang,state|Generated magento module endpoint 383
GET|/magento/admin/panel-384|id,page,tab,sort|Generated magento admin panel route 384
GET|/magento/api/v1/items/385|id,search,page,limit|Generated magento api route 385
POST|/magento/ajax/action-386|action,id,user_id,token|Generated magento ajax action route 386
GET|/?magento_probe_387=1|magento_probe_387,id,cat,author|Generated magento query route 387
GET|/magento/index.php?option=component388|option,id,view,task|Generated magento component route 388
POST|/magento/admin/post-389|action,id,order_id,status|Generated magento admin post route 389
GET|/magento/search/390|q,order,dir,page|Generated magento search route 390
GET|/magento/modules/mod-391/endpoint.php|id,module,lang,state|Generated magento module endpoint 391
GET|/magento/admin/panel-392|id,page,tab,sort|Generated magento admin panel route 392
GET|/magento/api/v1/items/393|id,search,page,limit|Generated magento api route 393
POST|/magento/ajax/action-394|action,id,user_id,token|Generated magento ajax action route 394
GET|/?magento_probe_395=1|magento_probe_395,id,cat,author|Generated magento query route 395
GET|/magento/index.php?option=component396|option,id,view,task|Generated magento component route 396
POST|/magento/admin/post-397|action,id,order_id,status|Generated magento admin post route 397
GET|/magento/search/398|q,order,dir,page|Generated magento search route 398
GET|/magento/modules/mod-399/endpoint.php|id,module,lang,state|Generated magento module endpoint 399
GET|/magento/admin/panel-400|id,page,tab,sort|Generated magento admin panel route 400
GET|/magento/api/v1/items/401|id,search,page,limit|Generated magento api route 401
POST|/magento/ajax/action-402|action,id,user_id,token|Generated magento ajax action route 402
GET|/?magento_probe_403=1|magento_probe_403,id,cat,author|Generated magento query route 403
GET|/magento/index.php?option=component404|option,id,view,task|Generated magento component route 404
POST|/magento/admin/post-405|action,id,order_id,status|Generated magento admin post route 405
GET|/magento/search/406|q,order,dir,page|Generated magento search route 406
GET|/magento/modules/mod-407/endpoint.php|id,module,lang,state|Generated magento module endpoint 407
GET|/magento/admin/panel-408|id,page,tab,sort|Generated magento admin panel route 408
GET|/magento/api/v1/items/409|id,search,page,limit|Generated magento api route 409
POST|/magento/ajax/action-410|action,id,user_id,token|Generated magento ajax action route 410
GET|/?magento_probe_411=1|magento_probe_411,id,cat,author|Generated magento query route 411
GET|/magento/index.php?option=component412|option,id,view,task|Generated magento component route 412
POST|/magento/admin/post-413|action,id,order_id,status|Generated magento admin post route 413
GET|/magento/search/414|q,order,dir,page|Generated magento search route 414
GET|/magento/modules/mod-415/endpoint.php|id,module,lang,state|Generated magento module endpoint 415
GET|/magento/admin/panel-416|id,page,tab,sort|Generated magento admin panel route 416
GET|/magento/api/v1/items/417|id,search,page,limit|Generated magento api route 417
POST|/magento/ajax/action-418|action,id,user_id,token|Generated magento ajax action route 418
GET|/?magento_probe_419=1|magento_probe_419,id,cat,author|Generated magento query route 419
GET|/magento/index.php?option=component420|option,id,view,task|Generated magento component route 420
POST|/magento/admin/post-421|action,id,order_id,status|Generated magento admin post route 421
GET|/magento/search/422|q,order,dir,page|Generated magento search route 422
GET|/magento/modules/mod-423/endpoint.php|id,module,lang,state|Generated magento module endpoint 423
GET|/magento/admin/panel-424|id,page,tab,sort|Generated magento admin panel route 424
GET|/magento/api/v1/items/425|id,search,page,limit|Generated magento api route 425
POST|/magento/ajax/action-426|action,id,user_id,token|Generated magento ajax action route 426
GET|/?magento_probe_427=1|magento_probe_427,id,cat,author|Generated magento query route 427
GET|/magento/index.php?option=component428|option,id,view,task|Generated magento component route 428
POST|/magento/admin/post-429|action,id,order_id,status|Generated magento admin post route 429
GET|/magento/search/430|q,order,dir,page|Generated magento search route 430
GET|/magento/modules/mod-431/endpoint.php|id,module,lang,state|Generated magento module endpoint 431
GET|/magento/admin/panel-432|id,page,tab,sort|Generated magento admin panel route 432
GET|/magento/api/v1/items/433|id,search,page,limit|Generated magento api route 433
POST|/magento/ajax/action-434|action,id,user_id,token|Generated magento ajax action route 434
GET|/?magento_probe_435=1|magento_probe_435,id,cat,author|Generated magento query route 435
GET|/magento/index.php?option=component436|option,id,view,task|Generated magento component route 436
POST|/magento/admin/post-437|action,id,order_id,status|Generated magento admin post route 437
GET|/magento/search/438|q,order,dir,page|Generated magento search route 438
GET|/magento/modules/mod-439/endpoint.php|id,module,lang,state|Generated magento module endpoint 439
GET|/magento/admin/panel-440|id,page,tab,sort|Generated magento admin panel route 440
GET|/magento/api/v1/items/441|id,search,page,limit|Generated magento api route 441
POST|/magento/ajax/action-442|action,id,user_id,token|Generated magento ajax action route 442
GET|/?magento_probe_443=1|magento_probe_443,id,cat,author|Generated magento query route 443
GET|/magento/index.php?option=component444|option,id,view,task|Generated magento component route 444
POST|/magento/admin/post-445|action,id,order_id,status|Generated magento admin post route 445
GET|/magento/search/446|q,order,dir,page|Generated magento search route 446
GET|/magento/modules/mod-447/endpoint.php|id,module,lang,state|Generated magento module endpoint 447
GET|/magento/admin/panel-448|id,page,tab,sort|Generated magento admin panel route 448
GET|/magento/api/v1/items/449|id,search,page,limit|Generated magento api route 449
POST|/magento/ajax/action-450|action,id,user_id,token|Generated magento ajax action route 450
GET|/?magento_probe_451=1|magento_probe_451,id,cat,author|Generated magento query route 451
GET|/magento/index.php?option=component452|option,id,view,task|Generated magento component route 452
POST|/magento/admin/post-453|action,id,order_id,status|Generated magento admin post route 453
GET|/magento/search/454|q,order,dir,page|Generated magento search route 454
GET|/magento/modules/mod-455/endpoint.php|id,module,lang,state|Generated magento module endpoint 455
GET|/magento/admin/panel-456|id,page,tab,sort|Generated magento admin panel route 456
GET|/magento/api/v1/items/457|id,search,page,limit|Generated magento api route 457
POST|/magento/ajax/action-458|action,id,user_id,token|Generated magento ajax action route 458
GET|/?magento_probe_459=1|magento_probe_459,id,cat,author|Generated magento query route 459
GET|/magento/index.php?option=component460|option,id,view,task|Generated magento component route 460
POST|/magento/admin/post-461|action,id,order_id,status|Generated magento admin post route 461
GET|/magento/search/462|q,order,dir,page|Generated magento search route 462
GET|/magento/modules/mod-463/endpoint.php|id,module,lang,state|Generated magento module endpoint 463
GET|/magento/admin/panel-464|id,page,tab,sort|Generated magento admin panel route 464
GET|/magento/api/v1/items/465|id,search,page,limit|Generated magento api route 465
POST|/magento/ajax/action-466|action,id,user_id,token|Generated magento ajax action route 466
GET|/?magento_probe_467=1|magento_probe_467,id,cat,author|Generated magento query route 467
GET|/magento/index.php?option=component468|option,id,view,task|Generated magento component route 468
POST|/magento/admin/post-469|action,id,order_id,status|Generated magento admin post route 469
GET|/magento/search/470|q,order,dir,page|Generated magento search route 470
GET|/magento/modules/mod-471/endpoint.php|id,module,lang,state|Generated magento module endpoint 471
GET|/magento/admin/panel-472|id,page,tab,sort|Generated magento admin panel route 472
GET|/magento/api/v1/items/473|id,search,page,limit|Generated magento api route 473
POST|/magento/ajax/action-474|action,id,user_id,token|Generated magento ajax action route 474
GET|/?magento_probe_475=1|magento_probe_475,id,cat,author|Generated magento query route 475
GET|/magento/index.php?option=component476|option,id,view,task|Generated magento component route 476
POST|/magento/admin/post-477|action,id,order_id,status|Generated magento admin post route 477
GET|/magento/search/478|q,order,dir,page|Generated magento search route 478
GET|/magento/modules/mod-479/endpoint.php|id,module,lang,state|Generated magento module endpoint 479
GET|/magento/admin/panel-480|id,page,tab,sort|Generated magento admin panel route 480
GET|/magento/api/v1/items/481|id,search,page,limit|Generated magento api route 481
POST|/magento/ajax/action-482|action,id,user_id,token|Generated magento ajax action route 482
GET|/?magento_probe_483=1|magento_probe_483,id,cat,author|Generated magento query route 483
GET|/magento/index.php?option=component484|option,id,view,task|Generated magento component route 484
POST|/magento/admin/post-485|action,id,order_id,status|Generated magento admin post route 485
GET|/magento/search/486|q,order,dir,page|Generated magento search route 486
GET|/magento/modules/mod-487/endpoint.php|id,module,lang,state|Generated magento module endpoint 487
GET|/magento/admin/panel-488|id,page,tab,sort|Generated magento admin panel route 488
GET|/magento/api/v1/items/489|id,search,page,limit|Generated magento api route 489
POST|/magento/ajax/action-490|action,id,user_id,token|Generated magento ajax action route 490
GET|/?magento_probe_491=1|magento_probe_491,id,cat,author|Generated magento query route 491
