# Shopify injection targets
# Format: METHOD|PATH|PARAMETERS|DESCRIPTION
GET|/shopify/index.php?option=component100|option,id,view,task|Generated shopify component route 100
POST|/shopify/admin/post-101|action,id,order_id,status|Generated shopify admin post route 101
GET|/shopify/search/102|q,order,dir,page|Generated shopify search route 102
GET|/shopify/modules/mod-103/endpoint.php|id,module,lang,state|Generated shopify module endpoint 103
GET|/shopify/admin/panel-104|id,page,tab,sort|Generated shopify admin panel route 104
GET|/shopify/api/v1/items/105|id,search,page,limit|Generated shopify api route 105
POST|/shopify/ajax/action-106|action,id,user_id,token|Generated shopify ajax action route 106
GET|/?shopify_probe_107=1|shopify_probe_107,id,cat,author|Generated shopify query route 107
GET|/shopify/index.php?option=component108|option,id,view,task|Generated shopify component route 108
POST|/shopify/admin/post-109|action,id,order_id,status|Generated shopify admin post route 109
GET|/shopify/search/110|q,order,dir,page|Generated shopify search route 110
GET|/shopify/modules/mod-111/endpoint.php|id,module,lang,state|Generated shopify module endpoint 111
GET|/shopify/admin/panel-112|id,page,tab,sort|Generated shopify admin panel route 112
GET|/shopify/api/v1/items/113|id,search,page,limit|Generated shopify api route 113
POST|/shopify/ajax/action-114|action,id,user_id,token|Generated shopify ajax action route 114
GET|/?shopify_probe_115=1|shopify_probe_115,id,cat,author|Generated shopify query route 115
GET|/shopify/index.php?option=component116|option,id,view,task|Generated shopify component route 116
POST|/shopify/admin/post-117|action,id,order_id,status|Generated shopify admin post route 117
GET|/shopify/search/118|q,order,dir,page|Generated shopify search route 118
GET|/shopify/modules/mod-119/endpoint.php|id,module,lang,state|Generated shopify module endpoint 119
GET|/shopify/admin/panel-120|id,page,tab,sort|Generated shopify admin panel route 120
GET|/shopify/api/v1/items/121|id,search,page,limit|Generated shopify api route 121
POST|/shopify/ajax/action-122|action,id,user_id,token|Generated shopify ajax action route 122
GET|/?shopify_probe_123=1|shopify_probe_123,id,cat,author|Generated shopify query route 123
GET|/shopify/index.php?option=component124|option,id,view,task|Generated shopify component route 124
POST|/shopify/admin/post-125|action,id,order_id,status|Generated shopify admin post route 125
GET|/shopify/search/126|q,order,dir,page|Generated shopify search route 126
GET|/shopify/modules/mod-127/endpoint.php|id,module,lang,state|Generated shopify module endpoint 127
GET|/shopify/admin/panel-128|id,page,tab,sort|Generated shopify admin panel route 128
GET|/shopify/api/v1/items/129|id,search,page,limit|Generated shopify api route 129
POST|/shopify/ajax/action-130|action,id,user_id,token|Generated shopify ajax action route 130
GET|/?shopify_probe_131=1|shopify_probe_131,id,cat,author|Generated shopify query route 131
GET|/shopify/index.php?option=component132|option,id,view,task|Generated shopify component route 132
POST|/shopify/admin/post-133|action,id,order_id,status|Generated shopify admin post route 133
GET|/shopify/search/134|q,order,dir,page|Generated shopify search route 134
GET|/shopify/modules/mod-135/endpoint.php|id,module,lang,state|Generated shopify module endpoint 135
GET|/shopify/admin/panel-136|id,page,tab,sort|Generated shopify admin panel route 136
GET|/shopify/api/v1/items/137|id,search,page,limit|Generated shopify api route 137
POST|/shopify/ajax/action-138|action,id,user_id,token|Generated shopify ajax action route 138
GET|/?shopify_probe_139=1|shopify_probe_139,id,cat,author|Generated shopify query route 139
GET|/shopify/index.php?option=component140|option,id,view,task|Generated shopify component route 140
POST|/shopify/admin/post-141|action,id,order_id,status|Generated shopify admin post route 141
GET|/shopify/search/142|q,order,dir,page|Generated shopify search route 142
GET|/shopify/modules/mod-143/endpoint.php|id,module,lang,state|Generated shopify module endpoint 143
GET|/shopify/admin/panel-144|id,page,tab,sort|Generated shopify admin panel route 144
GET|/shopify/api/v1/items/145|id,search,page,limit|Generated shopify api route 145
POST|/shopify/ajax/action-146|action,id,user_id,token|Generated shopify ajax action route 146
GET|/?shopify_probe_147=1|shopify_probe_147,id,cat,author|Generated shopify query route 147
GET|/shopify/index.php?option=component148|option,id,view,task|Generated shopify component route 148
POST|/shopify/admin/post-149|action,id,order_id,status|Generated shopify admin post route 149
GET|/shopify/search/150|q,order,dir,page|Generated shopify search route 150
GET|/shopify/modules/mod-151/endpoint.php|id,module,lang,state|Generated shopify module endpoint 151
GET|/shopify/admin/panel-152|id,page,tab,sort|Generated shopify admin panel route 152
GET|/shopify/api/v1/items/153|id,search,page,limit|Generated shopify api route 153
POST|/shopify/ajax/action-154|action,id,user_id,token|Generated shopify ajax action route 154
GET|/?shopify_probe_155=1|shopify_probe_155,id,cat,author|Generated shopify query route 155
GET|/shopify/index.php?option=component156|option,id,view,task|Generated shopify component route 156
POST|/shopify/admin/post-157|action,id,order_id,status|Generated shopify admin post route 157
GET|/shopify/search/158|q,order,dir,page|Generated shopify search route 158
GET|/shopify/modules/mod-159/endpoint.php|id,module,lang,state|Generated shopify module endpoint 159
GET|/shopify/admin/panel-160|id,page,tab,sort|Generated shopify admin panel route 160
GET|/shopify/api/v1/items/161|id,search,page,limit|Generated shopify api route 161
POST|/shopify/ajax/action-162|action,id,user_id,token|Generated shopify ajax action route 162
GET|/?shopify_probe_163=1|shopify_probe_163,id,cat,author|Generated shopify query route 163
GET|/shopify/index.php?option=component164|option,id,view,task|Generated shopify component route 164
POST|/shopify/admin/post-165|action,id,order_id,status|Generated shopify admin post route 165
GET|/shopify/search/166|q,order,dir,page|Generated shopify search route 166
GET|/shopify/modules/mod-167/endpoint.php|id,module,lang,state|Generated shopify module endpoint 167
GET|/shopify/admin/panel-168|id,page,tab,sort|Generated shopify admin panel route 168
GET|/shopify/api/v1/items/169|id,search,page,limit|Generated shopify api route 169
POST|/shopify/ajax/action-170|action,id,user_id,token|Generated shopify ajax action route 170
GET|/?shopify_probe_171=1|shopify_probe_171,id,cat,author|Generated shopify query route 171
GET|/shopify/index.php?option=component172|option,id,view,task|Generated shopify component route 172
POST|/shopify/admin/post-173|action,id,order_id,status|Generated shopify admin post route 173
GET|/shopify/search/174|q,order,dir,page|Generated shopify search route 174
GET|/shopify/modules/mod-175/endpoint.php|id,module,lang,state|Generated shopify module endpoint 175
GET|/shopify/admin/panel-176|id,page,tab,sort|Generated shopify admin panel route 176
GET|/shopify/api/v1/items/177|id,search,page,limit|Generated shopify api route 177
POST|/shopify/ajax/action-178|action,id,user_id,token|Generated shopify ajax action route 178
GET|/?shopify_probe_179=1|shopify_probe_179,id,cat,author|Generated shopify query route 179
GET|/shopify/index.php?option=component180|option,id,view,task|Generated shopify component route 180
POST|/shopify/admin/post-181|action,id,order_id,status|Generated shopify admin post route 181
GET|/shopify/search/182|q,order,dir,page|Generated shopify search route 182
GET|/shopify/modules/mod-183/endpoint.php|id,module,lang,state|Generated shopify module endpoint 183
GET|/shopify/admin/panel-184|id,page,tab,sort|Generated shopify admin panel route 184
GET|/shopify/api/v1/items/185|id,search,page,limit|Generated shopify api route 185
POST|/shopify/ajax/action-186|action,id,user_id,token|Generated shopify ajax action route 186
GET|/?shopify_probe_187=1|shopify_probe_187,id,cat,author|Generated shopify query route 187
GET|/shopify/index.php?option=component188|option,id,view,task|Generated shopify component route 188
POST|/shopify/admin/post-189|action,id,order_id,status|Generated shopify admin post route 189
GET|/shopify/search/190|q,order,dir,page|Generated shopify search route 190
GET|/shopify/modules/mod-191/endpoint.php|id,module,lang,state|Generated shopify module endpoint 191
GET|/shopify/admin/panel-192|id,page,tab,sort|Generated shopify admin panel route 192
GET|/shopify/api/v1/items/193|id,search,page,limit|Generated shopify api route 193
POST|/shopify/ajax/action-194|action,id,user_id,token|Generated shopify ajax action route 194
GET|/?shopify_probe_195=1|shopify_probe_195,id,cat,author|Generated shopify query route 195
GET|/shopify/index.php?option=component196|option,id,view,task|Generated shopify component route 196
POST|/shopify/admin/post-197|action,id,order_id,status|Generated shopify admin post route 197
GET|/shopify/search/198|q,order,dir,page|Generated shopify search route 198
GET|/shopify/modules/mod-199/endpoint.php|id,module,lang,state|Generated shopify module endpoint 199
GET|/shopify/admin/panel-200|id,page,tab,sort|Generated shopify admin panel route 200
GET|/shopify/api/v1/items/201|id,search,page,limit|Generated shopify api route 201
POST|/shopify/ajax/action-202|action,id,user_id,token|Generated shopify ajax action route 202
GET|/?shopify_probe_203=1|shopify_probe_203,id,cat,author|Generated shopify query route 203
GET|/shopify/index.php?option=component204|option,id,view,task|Generated shopify component route 204
POST|/shopify/admin/post-205|action,id,order_id,status|Generated shopify admin post route 205
GET|/shopify/search/206|q,order,dir,page|Generated shopify search route 206
GET|/shopify/modules/mod-207/endpoint.php|id,module,lang,state|Generated shopify module endpoint 207
GET|/shopify/admin/panel-208|id,page,tab,sort|Generated shopify admin panel route 208
GET|/shopify/api/v1/items/209|id,search,page,limit|Generated shopify api route 209
POST|/shopify/ajax/action-210|action,id,user_id,token|Generated shopify ajax action route 210
GET|/?shopify_probe_211=1|shopify_probe_211,id,cat,author|Generated shopify query route 211
GET|/shopify/index.php?option=component212|option,id,view,task|Generated shopify component route 212
POST|/shopify/admin/post-213|action,id,order_id,status|Generated shopify admin post route 213
GET|/shopify/search/214|q,order,dir,page|Generated shopify search route 214
GET|/shopify/modules/mod-215/endpoint.php|id,module,lang,state|Generated shopify module endpoint 215
GET|/shopify/admin/panel-216|id,page,tab,sort|Generated shopify admin panel route 216
GET|/shopify/api/v1/items/217|id,search,page,limit|Generated shopify api route 217
POST|/shopify/ajax/action-218|action,id,user_id,token|Generated shopify ajax action route 218
GET|/?shopify_probe_219=1|shopify_probe_219,id,cat,author|Generated shopify query route 219
GET|/shopify/index.php?option=component220|option,id,view,task|Generated shopify component route 220
POST|/shopify/admin/post-221|action,id,order_id,status|Generated shopify admin post route 221
GET|/shopify/search/222|q,order,dir,page|Generated shopify search route 222
GET|/shopify/modules/mod-223/endpoint.php|id,module,lang,state|Generated shopify module endpoint 223
GET|/shopify/admin/panel-224|id,page,tab,sort|Generated shopify admin panel route 224
GET|/shopify/api/v1/items/225|id,search,page,limit|Generated shopify api route 225
POST|/shopify/ajax/action-226|action,id,user_id,token|Generated shopify ajax action route 226
GET|/?shopify_probe_227=1|shopify_probe_227,id,cat,author|Generated shopify query route 227
GET|/shopify/index.php?option=component228|option,id,view,task|Generated shopify component route 228
POST|/shopify/admin/post-229|action,id,order_id,status|Generated shopify admin post route 229
GET|/shopify/search/230|q,order,dir,page|Generated shopify search route 230
GET|/shopify/modules/mod-231/endpoint.php|id,module,lang,state|Generated shopify module endpoint 231
GET|/shopify/admin/panel-232|id,page,tab,sort|Generated shopify admin panel route 232
GET|/shopify/api/v1/items/233|id,search,page,limit|Generated shopify api route 233
POST|/shopify/ajax/action-234|action,id,user_id,token|Generated shopify ajax action route 234
GET|/?shopify_probe_235=1|shopify_probe_235,id,cat,author|Generated shopify query route 235
GET|/shopify/index.php?option=component236|option,id,view,task|Generated shopify component route 236
POST|/shopify/admin/post-237|action,id,order_id,status|Generated shopify admin post route 237
GET|/shopify/search/238|q,order,dir,page|Generated shopify search route 238
GET|/shopify/modules/mod-239/endpoint.php|id,module,lang,state|Generated shopify module endpoint 239
GET|/shopify/admin/panel-240|id,page,tab,sort|Generated shopify admin panel route 240
GET|/shopify/api/v1/items/241|id,search,page,limit|Generated shopify api route 241
POST|/shopify/ajax/action-242|action,id,user_id,token|Generated shopify ajax action route 242
GET|/?shopify_probe_243=1|shopify_probe_243,id,cat,author|Generated shopify query route 243
GET|/shopify/index.php?option=component244|option,id,view,task|Generated shopify component route 244
POST|/shopify/admin/post-245|action,id,order_id,status|Generated shopify admin post route 245
GET|/shopify/search/246|q,order,dir,page|Generated shopify search route 246
GET|/shopify/modules/mod-247/endpoint.php|id,module,lang,state|Generated shopify module endpoint 247
GET|/shopify/admin/panel-248|id,page,tab,sort|Generated shopify admin panel route 248
GET|/shopify/api/v1/items/249|id,search,page,limit|Generated shopify api route 249
POST|/shopify/ajax/action-250|action,id,user_id,token|Generated shopify ajax action route 250
GET|/?shopify_probe_251=1|shopify_probe_251,id,cat,author|Generated shopify query route 251
GET|/shopify/index.php?option=component252|option,id,view,task|Generated shopify component route 252
POST|/shopify/admin/post-253|action,id,order_id,status|Generated shopify admin post route 253
GET|/shopify/search/254|q,order,dir,page|Generated shopify search route 254
GET|/shopify/modules/mod-255/endpoint.php|id,module,lang,state|Generated shopify module endpoint 255
GET|/shopify/admin/panel-256|id,page,tab,sort|Generated shopify admin panel route 256
GET|/shopify/api/v1/items/257|id,search,page,limit|Generated shopify api route 257
POST|/shopify/ajax/action-258|action,id,user_id,token|Generated shopify ajax action route 258
GET|/?shopify_probe_259=1|shopify_probe_259,id,cat,author|Generated shopify query route 259
GET|/shopify/index.php?option=component260|option,id,view,task|Generated shopify component route 260
POST|/shopify/admin/post-261|action,id,order_id,status|Generated shopify admin post route 261
GET|/shopify/search/262|q,order,dir,page|Generated shopify search route 262
GET|/shopify/modules/mod-263/endpoint.php|id,module,lang,state|Generated shopify module endpoint 263
GET|/shopify/admin/panel-264|id,page,tab,sort|Generated shopify admin panel route 264
GET|/shopify/api/v1/items/265|id,search,page,limit|Generated shopify api route 265
POST|/shopify/ajax/action-266|action,id,user_id,token|Generated shopify ajax action route 266
GET|/?shopify_probe_267=1|shopify_probe_267,id,cat,author|Generated shopify query route 267
GET|/shopify/index.php?option=component268|option,id,view,task|Generated shopify component route 268
POST|/shopify/admin/post-269|action,id,order_id,status|Generated shopify admin post route 269
GET|/shopify/search/270|q,order,dir,page|Generated shopify search route 270
GET|/shopify/modules/mod-271/endpoint.php|id,module,lang,state|Generated shopify module endpoint 271
GET|/shopify/admin/panel-272|id,page,tab,sort|Generated shopify admin panel route 272
GET|/shopify/api/v1/items/273|id,search,page,limit|Generated shopify api route 273
POST|/shopify/ajax/action-274|action,id,user_id,token|Generated shopify ajax action route 274
GET|/?shopify_probe_275=1|shopify_probe_275,id,cat,author|Generated shopify query route 275
GET|/shopify/index.php?option=component276|option,id,view,task|Generated shopify component route 276
POST|/shopify/admin/post-277|action,id,order_id,status|Generated shopify admin post route 277
GET|/shopify/search/278|q,order,dir,page|Generated shopify search route 278
GET|/shopify/modules/mod-279/endpoint.php|id,module,lang,state|Generated shopify module endpoint 279
GET|/shopify/admin/panel-280|id,page,tab,sort|Generated shopify admin panel route 280
GET|/shopify/api/v1/items/281|id,search,page,limit|Generated shopify api route 281
POST|/shopify/ajax/action-282|action,id,user_id,token|Generated shopify ajax action route 282
GET|/?shopify_probe_283=1|shopify_probe_283,id,cat,author|Generated shopify query route 283
GET|/shopify/index.php?option=component284|option,id,view,task|Generated shopify component route 284
POST|/shopify/admin/post-285|action,id,order_id,status|Generated shopify admin post route 285
GET|/shopify/search/286|q,order,dir,page|Generated shopify search route 286
GET|/shopify/modules/mod-287/endpoint.php|id,module,lang,state|Generated shopify module endpoint 287
GET|/shopify/admin/panel-288|id,page,tab,sort|Generated shopify admin panel route 288
GET|/shopify/api/v1/items/289|id,search,page,limit|Generated shopify api route 289
POST|/shopify/ajax/action-290|action,id,user_id,token|Generated shopify ajax action route 290
GET|/?shopify_probe_291=1|shopify_probe_291,id,cat,author|Generated shopify query route 291
GET|/shopify/index.php?option=component292|option,id,view,task|Generated shopify component route 292
POST|/shopify/admin/post-293|action,id,order_id,status|Generated shopify admin post route 293
GET|/shopify/search/294|q,order,dir,page|Generated shopify search route 294
GET|/shopify/modules/mod-295/endpoint.php|id,module,lang,state|Generated shopify module endpoint 295
GET|/shopify/admin/panel-296|id,page,tab,sort|Generated shopify admin panel route 296
GET|/shopify/api/v1/items/297|id,search,page,limit|Generated shopify api route 297
POST|/shopify/ajax/action-298|action,id,user_id,token|Generated shopify ajax action route 298
GET|/?shopify_probe_299=1|shopify_probe_299,id,cat,author|Generated shopify query route 299
GET|/shopify/index.php?option=component300|option,id,view,task|Generated shopify component route 300
POST|/shopify/admin/post-301|action,id,order_id,status|Generated shopify admin post route 301
GET|/shopify/search/302|q,order,dir,page|Generated shopify search route 302
GET|/shopify/modules/mod-303/endpoint.php|id,module,lang,state|Generated shopify module endpoint 303
GET|/shopify/admin/panel-304|id,page,tab,sort|Generated shopify admin panel route 304
GET|/shopify/api/v1/items/305|id,search,page,limit|Generated shopify api route 305
POST|/shopify/ajax/action-306|action,id,user_id,token|Generated shopify ajax action route 306
GET|/?shopify_probe_307=1|shopify_probe_307,id,cat,author|Generated shopify query route 307
GET|/shopify/index.php?option=component308|option,id,view,task|Generated shopify component route 308
POST|/shopify/admin/post-309|action,id,order_id,status|Generated shopify admin post route 309
GET|/shopify/search/310|q,order,dir,page|Generated shopify search route 310
GET|/shopify/modules/mod-311/endpoint.php|id,module,lang,state|Generated shopify module endpoint 311
GET|/shopify/admin/panel-312|id,page,tab,sort|Generated shopify admin panel route 312
GET|/shopify/api/v1/items/313|id,search,page,limit|Generated shopify api route 313
POST|/shopify/ajax/action-314|action,id,user_id,token|Generated shopify ajax action route 314
GET|/?shopify_probe_315=1|shopify_probe_315,id,cat,author|Generated shopify query route 315
GET|/shopify/index.php?option=component316|option,id,view,task|Generated shopify component route 316
POST|/shopify/admin/post-317|action,id,order_id,status|Generated shopify admin post route 317
GET|/shopify/search/318|q,order,dir,page|Generated shopify search route 318
GET|/shopify/modules/mod-319/endpoint.php|id,module,lang,state|Generated shopify module endpoint 319
GET|/shopify/admin/panel-320|id,page,tab,sort|Generated shopify admin panel route 320
GET|/shopify/api/v1/items/321|id,search,page,limit|Generated shopify api route 321
POST|/shopify/ajax/action-322|action,id,user_id,token|Generated shopify ajax action route 322
GET|/?shopify_probe_323=1|shopify_probe_323,id,cat,author|Generated shopify query route 323
GET|/shopify/index.php?option=component324|option,id,view,task|Generated shopify component route 324
POST|/shopify/admin/post-325|action,id,order_id,status|Generated shopify admin post route 325
GET|/shopify/search/326|q,order,dir,page|Generated shopify search route 326
GET|/shopify/modules/mod-327/endpoint.php|id,module,lang,state|Generated shopify module endpoint 327
GET|/shopify/admin/panel-328|id,page,tab,sort|Generated shopify admin panel route 328
GET|/shopify/api/v1/items/329|id,search,page,limit|Generated shopify api route 329
POST|/shopify/ajax/action-330|action,id,user_id,token|Generated shopify ajax action route 330
GET|/?shopify_probe_331=1|shopify_probe_331,id,cat,author|Generated shopify query route 331
GET|/shopify/index.php?option=component332|option,id,view,task|Generated shopify component route 332
POST|/shopify/admin/post-333|action,id,order_id,status|Generated shopify admin post route 333
GET|/shopify/search/334|q,order,dir,page|Generated shopify search route 334
GET|/shopify/modules/mod-335/endpoint.php|id,module,lang,state|Generated shopify module endpoint 335
GET|/shopify/admin/panel-336|id,page,tab,sort|Generated shopify admin panel route 336
GET|/shopify/api/v1/items/337|id,search,page,limit|Generated shopify api route 337
POST|/shopify/ajax/action-338|action,id,user_id,token|Generated shopify ajax action route 338
GET|/?shopify_probe_339=1|shopify_probe_339,id,cat,author|Generated shopify query route 339
GET|/shopify/index.php?option=component340|option,id,view,task|Generated shopify component route 340
POST|/shopify/admin/post-341|action,id,order_id,status|Generated shopify admin post route 341
GET|/shopify/search/342|q,order,dir,page|Generated shopify search route 342
GET|/shopify/modules/mod-343/endpoint.php|id,module,lang,state|Generated shopify module endpoint 343
GET|/shopify/admin/panel-344|id,page,tab,sort|Generated shopify admin panel route 344
GET|/shopify/api/v1/items/345|id,search,page,limit|Generated shopify api route 345
POST|/shopify/ajax/action-346|action,id,user_id,token|Generated shopify ajax action route 346
GET|/?shopify_probe_347=1|shopify_probe_347,id,cat,author|Generated shopify query route 347
GET|/shopify/index.php?option=component348|option,id,view,task|Generated shopify component route 348
POST|/shopify/admin/post-349|action,id,order_id,status|Generated shopify admin post route 349
GET|/shopify/search/350|q,order,dir,page|Generated shopify search route 350
GET|/shopify/modules/mod-351/endpoint.php|id,module,lang,state|Generated shopify module endpoint 351
GET|/shopify/admin/panel-352|id,page,tab,sort|Generated shopify admin panel route 352
GET|/shopify/api/v1/items/353|id,search,page,limit|Generated shopify api route 353
